date,open,close,high,low,volume
2022-01-04,6.98,7.05,7.09,6.94,411701.6
2022-01-05,7.02,6.94,7.12,6.78,486317.8
2022-01-06,6.88,6.92,6.94,6.78,299468.83
2022-01-07,6.92,6.67,6.96,6.65,388234.75
2022-01-10,6.67,6.68,6.71,6.56,219582.8
2022-01-11,6.7,6.63,6.72,6.6,237907.8
2022-01-12,6.63,6.7,6.7,6.62,187095.0
2022-01-13,6.7,6.58,6.71,6.56,211359.6
2022-01-14,6.55,6.33,6.61,6.3,345290.16
2022-01-17,6.28,6.6,6.62,6.28,294682.04
2022-01-18,6.62,6.55,6.63,6.52,224039.8
2022-01-19,6.5,6.5,6.6,6.46,163693.37
2022-01-20,6.54,6.35,6.54,6.29,206904.0
2022-01-21,6.28,6.35,6.52,6.28,183849.26
2022-01-24,6.3,6.18,6.35,6.16,192762.51
2022-01-25,6.18,5.87,6.21,5.86,273149.62
2022-01-26,5.94,5.95,5.98,5.86,161344.8
2022-01-27,6.1,5.98,6.27,5.98,314836.0
2022-01-28,5.99,6.15,6.21,5.94,217457.53
2022-02-07,6.27,6.19,6.31,6.14,186055.29
2022-02-08,6.16,6.27,6.27,6.13,153069.29
2022-02-09,6.25,6.35,6.36,6.23,181094.97
2022-02-10,6.34,6.34,6.41,6.28,161686.01
2022-02-11,6.3,6.11,6.31,6.11,198460.2
2022-02-14,6.16,6.13,6.23,6.07,140664.43
2022-02-15,6.17,6.16,6.2,6.1,114780.4
2022-02-16,6.2,6.19,6.25,6.15,122425.27
2022-02-17,6.15,6.12,6.21,6.1,144573.83
2022-02-18,6.06,6.17,6.18,6.04,110167.68
2022-02-21,6.18,6.32,6.37,6.17,207353.0
2022-02-22,6.25,6.33,6.34,6.23,178741.03
2022-02-23,6.34,6.57,6.64,6.3,451442.21
2022-02-24,6.53,6.34,6.65,6.22,525648.32
2022-02-25,6.42,6.41,6.54,6.33,305427.49
2022-02-28,6.39,6.32,6.44,6.25,199912.0
2022-03-01,6.35,6.38,6.42,6.31,170392.6
2022-03-02,6.35,6.38,6.4,6.29,133910.58
2022-03-03,6.4,6.32,6.45,6.3,151806.0
2022-03-04,6.31,6.18,6.31,6.17,166335.8
2022-03-07,6.12,6.03,6.14,6.01,187750.2
2022-03-08,6.0,5.84,6.04,5.79,208446.44
2022-03-09,5.87,5.8,5.94,5.5,221605.41
2022-03-10,5.91,5.88,5.97,5.84,152491.11
2022-03-11,5.79,5.89,5.91,5.63,169904.63
2022-03-14,5.87,5.65,5.89,5.65,158738.0
2022-03-15,5.6,5.38,5.72,5.37,196831.0
2022-03-16,5.49,5.63,5.64,5.36,246479.18
2022-03-17,5.69,5.72,5.84,5.67,217223.8
2022-03-18,5.67,5.79,5.81,5.65,147247.0
2022-03-21,5.81,5.76,5.83,5.66,158199.8
2022-03-22,5.71,5.73,5.79,5.66,102152.0
2022-03-23,5.74,5.84,5.84,5.71,172232.09
2022-03-24,5.79,5.69,5.8,5.66,142451.0
2022-03-25,5.73,5.72,5.79,5.69,124133.97
2022-03-28,5.68,5.77,5.77,5.61,133462.04
2022-03-29,5.73,5.43,5.75,5.4,400743.68
2022-03-30,5.47,5.45,5.5,5.39,200434.39
2022-03-31,5.46,5.35,5.46,5.34,183411.16
2022-04-01,5.32,5.28,5.34,5.23,187199.69
2022-04-06,5.28,5.31,5.38,5.26,144740.0
2022-04-07,5.28,5.05,5.28,5.05,230047.4
2022-04-08,5.05,5.0,5.11,4.91,183251.42
2022-04-11,5.14,4.98,5.18,4.94,232031.0
2022-04-12,4.93,5.12,5.12,4.92,164135.74
2022-04-13,5.1,5.0,5.1,4.98,122478.44
2022-04-14,5.03,5.04,5.07,5.01,119528.4
2022-04-15,5.01,5.0,5.05,4.96,120281.8
2022-04-18,4.99,5.12,5.15,4.91,191789.16
2022-04-19,5.1,5.11,5.18,5.06,133826.33
2022-04-20,5.11,5.06,5.18,5.01,142479.48
2022-04-21,5.01,4.85,5.07,4.82,174707.14
2022-04-22,4.86,4.82,4.87,4.71,119133.68
2022-04-25,4.74,4.38,4.75,4.37,194507.92
2022-04-26,4.46,4.31,4.52,4.3,216608.84
2022-04-27,4.27,4.53,4.54,4.22,243305.26
2022-04-28,4.47,4.45,4.52,4.38,149022.28
2022-04-29,4.53,4.65,4.69,4.5,220935.6
2022-05-05,4.65,4.68,4.73,4.61,174361.48
2022-05-06,4.58,4.61,4.68,4.52,153901.27
2022-05-09,4.58,4.67,4.72,4.58,119547.67
2022-05-10,4.6,4.78,4.8,4.58,174735.27
2022-05-11,4.77,4.77,4.96,4.75,236035.84
2022-05-12,4.76,4.83,4.85,4.74,160908.13
2022-05-13,4.86,4.9,4.91,4.82,149167.44
2022-05-16,4.92,4.85,4.95,4.84,129149.41
2022-05-17,4.86,4.87,4.88,4.78,117114.6
2022-05-18,4.87,4.88,4.96,4.85,141261.34
2022-05-19,4.8,4.98,4.99,4.79,168724.25
2022-05-20,4.96,5.0,5.03,4.93,126360.65
2022-05-23,5.02,5.05,5.06,5.0,105006.2
2022-05-24,5.04,4.79,5.06,4.79,167046.75
2022-05-25,4.82,4.9,4.92,4.79,100538.05
2022-05-26,4.93,4.9,4.93,4.81,105309.22
2022-05-27,4.91,4.9,4.97,4.84,132667.45
2022-05-30,4.92,5.0,5.04,4.89,178383.0
2022-05-31,5.0,5.05,5.06,4.92,163227.29
2022-06-01,5.07,5.04,5.08,4.99,145253.6
2022-06-02,5.02,5.09,5.12,4.97,152115.49
2022-06-06,5.08,5.18,5.2,5.06,184612.4
2022-06-07,5.18,5.12,5.2,5.09,163289.61
2022-06-08,5.11,5.1,5.14,4.98,208270.09
2022-06-09,5.07,4.92,5.09,4.9,193223.8
2022-06-10,4.91,4.99,5.01,4.89,136527.0
2022-06-13,4.95,4.99,5.04,4.92,150722.13
2022-06-14,4.96,4.95,5.0,4.77,189433.6
2022-06-15,4.99,5.01,5.09,4.96,237967.4
2022-06-16,5.05,5.05,5.12,5.02,210619.4
2022-06-17,5.06,5.09,5.1,4.98,195421.65
2022-06-20,5.08,5.11,5.15,5.07,174685.65
2022-06-21,5.12,5.2,5.22,5.09,356522.6
2022-06-22,5.22,5.2,5.54,5.19,702450.28
2022-06-23,5.15,5.3,5.35,5.15,389404.4
2022-06-24,5.29,5.27,5.34,5.25,258454.96
2022-06-27,5.3,5.24,5.3,5.2,241794.4
